# Title: original
name,top1 class,top1 logit,top2 class,top2 logit,top3 class,top3 logit,top4 class,top4 logit,top5 class,top5 logit
0_0.png,0-apple,0.9975308179855347,83-sweet_pepper,0.001697850413620472,53-orange,0.0001487888366682455,57-pear,4.462395008886233e-05,7-beetle,3.346964513184503e-05
0_1.png,0-apple,0.5499413013458252,53-orange,0.269059419631958,57-pear,0.14787155389785767,83-sweet_pepper,0.005766555666923523,94-wardrobe,0.0033251852728426456
0_2.png,0-apple,0.9653119444847107,53-orange,0.01680527627468109,57-pear,0.007175821345299482,4-beaver,0.002431034343317151,83-sweet_pepper,0.001520464662462473
0_3.png,0-apple,0.770193874835968,57-pear,0.06615771353244781,2-baby,0.03335971012711525,68-road,0.016350653022527695,85-tank,0.007077165879309177
0_4.png,0-apple,0.5931522250175476,4-beaver,0.17722603678703308,74-shrew,0.06288167834281921,54-orchid,0.05175444483757019,3-bear,0.04713476449251175
10_0.png,87-television,0.19294913113117218,16-can,0.16711686551570892,66-raccoon,0.10663491487503052,10-bowl,0.08826461434364319,17-castle,0.05600110813975334
10_1.png,10-bowl,0.3160257637500763,50-mouse,0.2086002677679062,36-hamster,0.07638176530599594,40-lamp,0.055120717734098434,61-plate,0.03142163157463074
10_2.png,10-bowl,0.7468481063842773,28-cup,0.050367321819067,61-plate,0.04330790787935257,23-cloud,0.03890183940529823,95-whale,0.024138642475008965
10_3.png,10-bowl,0.9740985631942749,0-apple,0.0035797145683318377,28-cup,0.0032810720149427652,95-whale,0.002931982045993209,22-clock,0.0022996424231678247
10_4.png,10-bowl,0.615309476852417,28-cup,0.31226831674575806,93-turtle,0.03448498994112015,15-camel,0.015737349167466164,82-sunflower,0.0023561122361570597
11_0.png,11-boy,0.9818710088729858,35-girl,0.007563072722405195,46-man,0.004298938903957605,2-baby,0.0010426201624795794,98-woman,0.0007525114924646914
11_1.png,50-mouse,0.2414197474718094,11-boy,0.16270528733730316,95-whale,0.1220802292227745,69-rocket,0.05670986324548721,55-otter,0.05330880358815193
11_2.png,11-boy,0.45478564500808716,35-girl,0.3510814309120178,2-baby,0.06729412823915482,46-man,0.06205673888325691,98-woman,0.04124964028596878
11_3.png,11-boy,0.5175111293792725,2-baby,0.20240654051303864,0-apple,0.11179430782794952,35-girl,0.08020287752151489,4-beaver,0.02086845599114895
11_4.png,11-boy,0.26583725214004517,2-baby,0.14090900123119354,35-girl,0.13049614429473877,78-snake,0.10957136005163193,55-otter,0.08484864234924316
12_0.png,12-bridge,0.9962447881698608,76-skyscraper,0.00037722819251939654,95-whale,0.0003554100403562188,90-train,0.0003528753586579114,68-road,0.0002902632113546133
12_1.png,12-bridge,0.3873177766799927,90-train,0.12076656520366669,96-willow_tree,0.11290454864501953,37-house,0.10502586513757706,58-pickup_truck,0.053865667432546616
12_2.png,12-bridge,0.3140219748020172,73-shark,0.11865416914224625,30-dolphin,0.07987505197525024,87-television,0.0765787735581398,81-streetcar,0.049270980060100555
12_3.png,12-bridge,0.976938009262085,76-skyscraper,0.005115123465657234,95-whale,0.004191454965621233,81-streetcar,0.0028244866989552975,69-rocket,0.001918214256875217
12_4.png,37-house,0.3746905028820038,12-bridge,0.1277318000793457,73-shark,0.08731096982955933,71-sea,0.08470277488231659,17-castle,0.053779236972332
13_0.png,13-bus,0.6707981824874878,81-streetcar,0.24682047963142395,90-train,0.05189269036054611,87-television,0.008880994282662868,58-pickup_truck,0.0060309129767119884
13_1.png,13-bus,0.9047186374664307,81-streetcar,0.03939194604754448,16-can,0.009256863035261631,39-keyboard,0.008900519460439682,58-pickup_truck,0.006436620373278856
13_2.png,13-bus,0.43070781230926514,81-streetcar,0.3051650822162628,37-house,0.20287930965423584,90-train,0.01646430976688862,17-castle,0.012422763742506504
13_3.png,13-bus,0.919499397277832,81-streetcar,0.0677129328250885,90-train,0.009082779288291931,93-turtle,0.0007135714404284954,30-dolphin,0.00028505566297098994
13_4.png,81-streetcar,0.6821057796478271,90-train,0.16373294591903687,13-bus,0.14456215500831604,39-keyboard,0.0012751914327964187,58-pickup_truck,0.0011764465598389506
14_0.png,14-butterfly,0.7285974025726318,77-snail,0.12334995716810226,53-orange,0.033965595066547394,57-pear,0.029741037636995316,1-aquarium_fish,0.0222685057669878
14_1.png,14-butterfly,0.7064022421836853,73-shark,0.07210826128721237,10-bowl,0.04596271365880966,67-ray,0.043391190469264984,18-caterpillar,0.03409164771437645
14_2.png,26-crab,0.2925999164581299,63-porcupine,0.1389836072921753,97-wolf,0.1289035826921463,64-possum,0.055595241487026215,93-turtle,0.05523824319243431
